name,location,price_lacs,area_sqft,bhk,is_reviewed
jai hanuman apartment - new booking,"konnagar, hooghly",24.0,860,2,0
jai hanuman apartment,"konnagar, hooghly",15.59,678,2,0
siddhaye apartment iii,"dmotor, uttarpara",36.66,1358,3,0
on request,"patuli, em bypass",55.7,928,2,0
on request,tollygunge,45.0,1000,2,0
siddha town,rajarhat,43.0,1005,3,1
mini complex,nayabad,26.71,636,2,0
on request new booking,"bakultala,  south",46.0,1250,3,0
on request,"patuli, em bypass",66.9,1115,3,0
mini complex,garia station road,37.05,950,2,0
mini complex,garia station road,38.22,980,2,0
dlf new town heights,new town,80.0,1250,2,1
jana,"charu market, tollygunge",66.5,1038,2,0
dc standalone building,new town,85.0,1250,3,0
dlf new town heights,new town,80.0,1257,2,1
uniworld city,new town,106.0,1460,2,1
ak standalone building,new town,105.0,1450,3,0
bengal shapoorji shukhobristhi,new town,35.5,700,2,1
miraa apartment,madhyamgram,23.25,750,2,0
on request,action area 2,78.0,1315,3,0
signum windmere,madhyamgram,65.0,1130,3,0
unitech uniworld horizon,new town,114.99999999999999,1464,2,0
skyline apartment ii,"dmotor, uttarpara",23.8,850,2,0
cesab apartment,action area 1,95.0,1450,3,0
on request new,"manton, diamond harbour road",110.00000000000001,1752,3,0
om tower,"konnagar, hooghly",21.71,965,3,0
unimark lakewood estate,"em bypass,  south",130.0,1178,3,1
on request,"prafulla kanan, kestopur",31.0,856,2,0
on request,"purbalok, em bypass",57.0,1170,3,0
on request,lake town,95.0,1450,3,0
debjit,"lords more, lake gardens",55.76,885,2,0
uniworld city,new town,105.0,1460,2,1
on request,"haridevpur, putiary",24.0,600,2,0
godrej prakriti,"sodepur,  north",65.0,1267,3,1
binayak 1117,kasba,73.72,1117,3,0
citrus cove,"kamalgazi, southern bypass",52.0,931,2,0
jai ganesh apartment ii,"dmotor, uttarpara",11.75,511,1,0
ambuja uddipa the condoville,"thee, bt road",69.0,919,2,0
on request,"kaikhali, vip road",31.68,880,2,0
a & s galaxy (new booking),madhyamgram,27.35,855,2,0
uniworld city,new town,100.0,1460,2,1
on request,new garia,49.69,1183,3,0
uniworld city,new town,89.0,1226,3,1
binayak irish,"survey park, santoshpur",50.0,910,2,0
the ecos,new town,109.00000000000001,1147,3,1
shrachi greenwood nest,new town,125.0,1748,3,1
"nirala apartment, new booking",rajarhat,26.35,732,2,0
mini complex,mukundapur,36.0,780,2,0
binayak 1183,nayabad,49.69,1183,3,0
uniworld city,new town,95.0,1227,3,1
deluxe sankalpa vila,"sodepur,  north",28.0,1009,3,0
on request,"sakher bazar, barisha",35.0,900,2,0
on request,"kaikhali, vip road",39.03,887,2,0
joyville howrah tower a1- pinnacle,"salap, howrah",53.1,1145,3,0
on request,new garia,41.89,831,2,0
pratiksha apartment,behala thana,73.0,1325,3,0
on request,"madurdaha, em bypass",48.0,1110,3,0
debajit,"lords more, lake gardens",114.99999999999999,1750,3,0
shreshta garden,rajarhat,70.0,1224,3,0
eco star,new town,72.5,1234,3,0
hiland willows,"action area 2b, new town",130.0,1788,3,1
sureka sunrise symphony,"action area 2b, new town",50.0,831,2,1
on request,rekjuani,38.74,1107,3,0
shrachi greenwood elements,action area 2,95.0,1334,2,1
on request,rekjuani,29.0,820,2,0
rajwada springfield,"kamalgazi, southern bypass",80.0,1575,3,0
on request,"saha para, fartabad, garia",32.0,800,2,0
on request,"ae block newtown, new town",91.0,1350,3,0
dolly villa,"haridevpur, putiary",200.0,7199,8,0
sitapriya apartment,maheshtala,13.5,620,2,0
khoyai cooperative,"rajdanga, kasba",67.0,1070,2,0
south city villa,"tara park, behala",90.0,1435,3,0
bengal shapoorji shukhobristhi,new town,23.5,500,1,1
bengal shapoorji shukhobristhi,new town,21.7,450,1,1
bengal shapoorji shukhobristhi,new town,23.0,500,1,1
bengal shapoorji shukhobristhi,new town,55.0,900,3,1
starom millenia,bt road,72.0,931,2,0
jai hanuman tower - new booking,"konnagar, hooghly",19.0,950,2,0
sidhidata apartment - new booking,"konnagar, hooghly",17.0,726,2,0
individual apartment,action area 2,45.0,847,2,0
shrachi greenwood nest,new town,135.0,1563,3,1
trinoyanee apartment,madhyamgram,13.6,425,1,0
binayak pragati,nayabad,46.83,1089,3,0
nayabad apartments,nayabad,39.33,1035,3,0
oas lake life township,"joka,  south",40.0,1100,3,0
jassal house,theatre road,160.0,1100,2,0
elita garden vista,new town,125.0,1809,3,1
vedic smart home residency,new town,55.0,1300,3,0
gems city,"joka,  south",85.0,2077,4,0
on request,"dum dum cantt, south dumdum",29.0,1025,2,0
individual apartment,"action area 2b, new town",43.47,836,2,0
ipcon realestate,"baguihati, vip road",51.24,1220,3,0
bhumik apartment,nayabad,60.0,1460,3,0
porichoy appartment,"keorapukur bazar, putiary",20.0,600,2,0
"prince anwarshaw road connector, kolkata south","ce anwarshaw road connector,  south",90.0,1525,3,0
on request,mukundapur,24.0,677,2,0
unitech gardens,new town,96.0,1460,2,1
on request,new alipore,135.0,2000,4,0
tirupati paradise,narendrapur,37.31,1166,3,0
rajat avante,"joka,  south",51.5,843,2,0
rabindra plaza new booking agarpara b t road,"agarpara, panihati",19.04,680,2,0
on request,new town,80.0,1500,3,0
"sirity, behala, kolkata south","sirity, behala",27.0,750,2,0
rupshali apartment,"ai block newtown, new town",77.0,1083,3,0
shrachi greenwood nest,action area 1,75.0,904,2,1
mehuli abasan,"panchasayar, em bypass",45.74,1089,3,0
on request,"durganagar, belgharia expressway",38.84,1079,3,0
prativa apartment,"durganagar, belgharia expressway",37.65,1046,3,0
bengal shapoorji shukhobristhi,new town,23.0,480,1,1
the ecos,new town,90.0,1145,3,1
bengal shapoorji shukhobristhi,new town,64.0,901,3,1
bengal shapoorji shukhobristhi,new town,57.0,901,3,1
bengal shapoorji shukhobristhi,new town,55.0,901,3,1
hitech residency,rajarhat,28.02,824,2,0
hitech residency,rajarhat,26.96,793,2,0
ideal aquaview,new town,140.0,1485,3,1
bd construction,bara nagar,58.5,1300,3,0
das villa,"purbalok, em bypass",150.0,3000,6,0
oas lake life township,"joka,  south",20.12,760,2,0
on request,santoshpur,33.84,705,2,0
dlf new town heights,new town,92.0,1522,3,1
merlin elements,new alipore,220.00000000000003,1739,3,0
utsa luxary,new town action area 1a,105.0,1246,2,0
on request,"ramchandrapur, narendrapur",65.0,1439,2,0
sgil gardenia,narendrapur,43.5,1135,3,0
sgil gardenia,narendrapur,33.0,821,2,0
ambuja utsa the condoville,new town,152.0,1516,3,0
"on request, new booking",new town,50.67,1126,3,0
"action area 2b, new town, kolkata east","action area 2b, new town",415.00000000000006,1614,12,0
symphony,"kamalgazi, southern bypass",48.0,915,2,0
hiland willows,new town,125.0,1788,3,1
nirvana apartment,"dmotor, uttarpara",26.25,1050,3,0
jai hanuman residency,"konnagar, hooghly",9.29,332,1,0
jai hanuman apartment,"konnagar, hooghly",10.6,461,1,0
on request,action area 2,100.0,1750,3,0
"belgharia, bt road, kolkata north","belgharia, bt road",250.0,3640,9,0
saha apartment,"konnagar, hooghly",10.05,335,1,0
mini complex,nayabad,18.0,480,1,0
jai hanuman apartment 1,"konnagar, hooghly",18.85,725,2,0
srijan botanica,"em bypass,  south",156.0,1791,3,0
priti residency,"konnagar, hooghly",12.77,511,1,0
priti residency,"konnagar, hooghly",24.66,881,2,0
bengal greenfield ambition,new town action area 2d,57.0,780,2,1
on request,lake town,36.0,800,2,0
mehuli nayabad apartment,new garia,45.0,1089,3,0
rishi ecoview,new town,82.0,1284,3,1
"manik pir, uttarpara","bhadrakali, uttarpara",34.16,1220,3,0
cosmic enclave,"shalimar, andul road",27.0,830,2,0
astra green,ar park,110.00000000000001,1778,4,0
arch starwood,ar park,150.0,1828,3,1
mirra apartment,madhyamgram,22.15,791,2,0
on request,"madurdaha, em bypass",30.0,835,2,0
new project,"kaikhali, vip road",30.6,850,2,0
dlf new town heights,new town,80.0,1255,2,1
sanjeeva town duplex,action area 1,135.0,1858,4,0
bengal shapoorji shukhobristhi,new town,60.0,929,3,1
bengal shapoorji shukhobristhi,new town,60.0,930,3,1
bengal shapoorji shukhobristhi,new town,52.0,931,3,1
uniworld city,new town,88.0,1226,3,1
on request,action area 2,44.0,1060,2,0
manjula apartment,lake avenue,138.0,1400,3,0
590 jugipara,"jugipara, bara nagar",21.5,590,2,0
tata 88 east,alipore,480.0,1709,3,0
mayfair greens,narendrapur,52.0,1280,3,0
on request,rekjuani,31.5,900,2,0
on request,rekjuani,14.4,450,1,0
on request,rekjuani,24.0,750,2,0
mini complex,new garia,46.48,1162,3,0
oas lake life township,"joka,  south",60.0,1575,3,0
oas lake life township,"joka,  south",72.0,2160,4,0
oas lake life township,"joka,  south",52.0,1450,3,0
newtown co oprative,"be block newtown, action area 1",71.0,1115,3,0
uniworld city,new town,160.0,2204,3,1
uniworld city,new town,145.0,2204,3,1
uniworld city,new town,220.00000000000003,3500,4,1
uniworld city,new town,92.0,1228,3,1
uniworld city,new town,87.5,1225,3,1
uniworld city,new town,87.0,1226,3,1
atri green valley,narendrapur,22.5,735,1,1
on ruqist,new town,48.73,1037,3,0
on request,new town,40.7,866,2,0
on request,new town,39.95,850,2,0
on request,ar park,32.9,700,2,0
on request,"arjunpur, raghunathpur",29.4,735,2,0
on request,teghoria,34.12,853,2,0
a & s apartment (new booking),new barrakpur,19.1,681,2,0
uniworld city,new town,215.0,3433,4,1
the 102,"joka,  south",60.0,1300,3,1
the 102,"joka,  south",42.0,800,2,1
dtc southern heights,"joka,  south",46.0,940,2,0
florence by ganguly group,garia,99.0,1545,3,0
magnolia city,"barasat,  north",22.51,943,3,1
magnolia city,"barasat,  north",23.5,943,3,1
rudrani residency,rajarhat,38.0,1079,3,0
on request,nayabad,48.0,1150,3,0
oas lake life township,"joka,  south",48.0,1200,3,0
unimark springfield,rajarhat,71.0,1355,3,1
uniworld city,new town,250.0,4000,4,1
chandoa co operative housing society limited,"action area 2b, new town",70.0,1150,3,0
magnolia oxygen,rajarhat,62.0,1170,3,1
dadavai apartment,"kudghat, tollygunge",50.0,900,2,0
on request,"kudghat, tollygunge",35.0,650,2,0
on request,tollygunge,42.0,700,2,0
individual free hold,action area 2,76.0,1300,3,0
on request,nayabad,18.0,450,1,0
bengal shapoorji shukhobristhi,new town,36.0,637,2,1
bengal shapoorji shukhobristhi,new town,56.2,901,3,1
bengal shapoorji shukhobristhi,new town,61.55,901,3,1
ambey residency,ar park,50.0,915,2,0
sugam habitat,"em bypass,  south",150.0,1525,3,0
realtech nirman bela,rajarhat,35.0,774,2,0
sova billa,madhyamgram,29.36,839,2,0
udayan complex,"konnagar, hooghly",20.59,916,2,0
dtc southern heights,"joka,  south",53.0,870,2,0
"flat no.3n, sunanda apartment","east balia, garia",19.0,349,1,0
eden pavilion,"em bypass,  east",70.0,1172,3,0
devaloke sonar city,"kamalgazi, southern bypass",65.0,1075,3,1
mainak garden,garia,67.0,1300,3,0
shrachi greenwood elements,new town,75.0,1355,2,1
sarovaar,action area 3,59.05,1125,3,0
ujjwala luxary apartments,new town action area 2d,87.0,1319,2,0
newtown co-operative,"ba block newtown, action area 1",65.0,900,2,0
avidipta housing complex,mukundapur,55.0,700,2,0
m n kumar,"jhulantala, bara nagar",28.0,800,2,0
dlf new town heights,new town,84.0,1260,2,1
mani ratnam,rajarhat,85.0,1550,3,1
shrachi greenwood elements,new town,90.0,1334,2,1
nandana apartment,rb avenue,270.0,1393,3,0
ps amistad,new town,155.0,1409,3,1
ambuja neotia ecospace residencia,action area 2,165.0,1457,3,1
rajwada altitude,"em bypass,  south",109.00000000000001,1455,3,1
the banyan tree sunland residency,rajarhat,60.0,1025,2,0
mayfair greens,narendrapur,58.0,1390,3,0
merlin 5th avenue,salt lake,119.0,1100,2,1
"sajua, kolkata, kolkata south",sajua,170.0,6805,3,0
vista uttarpara,"bhadrakali, uttarpara",26.5,865,2,0
uniworld city,new town,125.0,1768,3,1
"bhasa, south 24 parganas","bhasa, south 24 parganas",99.0,8166,2,0
"aspire, uttarpara","bhadrakali, uttarpara",19.44,720,2,0
"shivam aspire, uttarpara","bhadrakali, uttarpara",18.39,681,2,0
"shivam vista, uttarpara","bhadrakali, uttarpara",33.0,1100,3,0
shivam residency,"bhadrakali, uttarpara",16.5,666,2,0
the soul,rajarhat,85.0,1087,2,1
deshapriya park,"lake terrace, ballygunge",59.0,550,1,0
swadhikar apartment,"panchanan tola, thakurpukur",20.0,700,2,0
cooperative society,"da block newtown, new town",102.0,1400,3,0
residential flat airport,"airport 2 no. gate, north dumdum",35.0,1001,3,0
shrachi rosedale garden,new town,204.99999999999997,2231,3,1
co operative,new town,82.0,1250,3,0
on request,new town,62.0,1100,2,0
sgil gardenia,narendrapur,48.0,1153,3,0
mini complex,nayabad,38.72,968,2,0
siddha happyville,rajarhat,102.0,1400,3,1
on request,nayabad,55.78,1328,3,0
on request,new garia,34.2,760,2,0
mini complex,new garia,46.48,1162,3,0
mini complex,new garia,33.12,828,2,0
fort royal,"badam talla, tollygunge",395.0,3200,4,0
on request,nayabad,26.5,800,2,0
on request,new garia,52.0,1276,3,0
on request,new garia,45.74,1089,3,0
on request,new garia,28.0,690,2,0
on request,new garia,30.0,700,2,0
on request,new garia,67.86,1305,3,0
on request,"madurdaha, em bypass",30.0,800,2,0
on request,"purbalok, em bypass",70.0,1357,3,0
neelkanth,"madan mohan malaviya sarani,  south",120.0,998,2,0
sonar tori view,new barrakpur,19.44,720,2,0
baghajatin e block,,29.0,730,2,0
dreamhome bhagirathi apartment,"pathanpur, birati",38.3,1065,3,0
uniworld city,new town,110.00000000000001,1460,3,1
tata eden court,action area 2,135.0,1735,3,1
tata eden court,action area 2,170.0,1950,3,1
tata eden court,action area 2,138.0,1555,3,1
sanjeeva town duplex,action area 1,157.0,2270,3,0
sana exotica,"pathanpur, birati",18.0,565,2,0
rajshwari co. op society,action area 1,85.0,1250,3,0
jain dream one,new town,81.0,1010,2,0
prabha aashiyana,rajarhat,45.0,1140,3,0
shailaja apartment,"amarabati, sodepur",38.0,1306,3,0
siddha town,rajarhat,38.0,1005,3,1
eden city maheshtala,maheshtala,30.0,771,2,1
residential villa,garia park,160.0,2159,5,0
siddha town,rajarhat,35.0,825,2,1
dlf new town heights,action area 3,125.0,1845,3,1
uniworld city,new town,155.0,2100,3,1
subhasree apartment,new barrakpur,14.09,522,1,0
subhasree apartment,new barrakpur,22.91,881,2,0
residential apartment,jodhpur park,77.0,1050,2,0
goutam's,new town,93.0,1450,3,0
ca bhaskar -2,action area 1,62.0,1050,2,0
standalone building,new town,78.0,1250,3,0
bulk standalone building,new town,125.0,1500,3,0
vedic sanjeeva orchard,new town,114.99999999999999,1566,3,0
palm avenue,action area 1,170.0,2370,4,0
apartment,rajarhat,25.2,720,2,0
arman plaza,rajarhat,40.25,1150,3,0
builcon ananda,southern avenue,180.0,1200,3,0
residential apartment,ballygunge place,145.0,1369,3,0
on request,action area 2,60.0,1100,2,0
aurobindo apartment,bansdroni,17.0,450,1,0
singhi park apartment,gariahat,260.0,2500,3,0
ps one 10,new town,130.0,719,2,1
residential apartment,southern avenue,75.0,780,2,0
shradhanjali apartment,"babu bagan, southern avenue",25.0,450,1,0
sd rittika residency,rajarhat,38.5,1056,3,0
fortune heights,"barasat,  north",120.0,1500,4,1
shivam apartment madhyamgram,madhyamgram,23.0,903,2,0
south city,ce anwar shah rd,220.00000000000003,1472,3,1
south city,ce anwar shah rd,215.0,1472,3,1
"andul road, howrah","andul road, howrah",32.0,810,2,0
sen house,"naktala, garia",68.0,1080,3,0
prudent prana,garia,46.0,827,2,0
stand alone building,"dhakuria, southern avenue",105.0,2000,2,0
160jheel,jadavpur,45.0,830,2,0
twin tower,"nager bazar, jessore road",34.41,782,2,0
later,ar park,64.0,1293,3,0
"elgin road, sarat bose road, kolkata south","road, sarat bose road",200.0,3240,6,0
rash mohan bhadra road,santoshpur,27.0,684,2,0
ps panache,salt lake,192.0,1550,3,1
amtala more,"dum dum cantt, south dumdum",51.0,1220,3,0
"rajdanga, kasba, kolkata south","rajdanga, kasba",49.99,935,2,0
swapno apartment,behala chowrasta,28.0,730,2,0
twin tower,"nager bazar, jessore road",37.66,856,2,0
jeevan shree,"picnic garden, em bypass",50.0,820,2,0
standalone apartment,"naktala, garia",36.0,850,2,0
annapurnna apartment,birati,26.0,859,2,0
swopnonir 1,behala chowrasta,30.0,760,2,0
royal chs,action area 1,58.0,1050,2,0
philips housing,tollygunge,130.0,2100,4,0
shree apartments,baguiati,45.0,1320,3,0
prudent prana,garia,50.0,1023,3,0
wireless more,"kudghat, tollygunge",42.0,780,2,0
nalta heights complex,dum dum,37.0,928,2,0
twin tower,"nager bazar, jessore road",51.7,1175,3,0
"seal lane, tangra, kolkata central","seal lane, tangra",36.0,750,3,0
srishti eco star,new town,72.86,1386,3,0
deluxe sankalpa vila,"sodepur,  north",22.0,720,2,0
deluxe sankalpa vila,"sodepur,  north",24.0,720,2,0
philips parama abasan,behala,130.0,1658,4,0
tridhara appartment chetla,chetla,69.0,1183,3,0
nbcc vibgyor towers,new town,127.0,1578,4,1
ganguly 4 sight 36,garia,40.0,935,2,0
eden city maheshtala,maheshtala,21.5,771,2,1
ng housing,"airport, dum dum",47.52,1022,2,0
b abason,dunlop,15.2,475,1,0
purti veda,new town,75.0,977,2,0
dwarika hights,"dum dum cantt, south dumdum",47.05,1190,3,0
residential apartment,"airport 2 no. gate, north dumdum",29.17,884,2,0
utsarg utsav housing complex,"ajoy nagar, santoshpur",23.0,345,1,0
on request,new town,78.0,1196,3,0
on request,action area 2,85.0,1449,3,0
on request,narendrapur,33.9,892,3,0
balaji heights,"nager bazar, jessore road",55.17,1226,3,0
uniworld city,action area 3,110.00000000000001,1464,2,1
prachi apartment,behala chowrasta,38.0,1003,2,0
dwarika hights,"dum dum cantt, south dumdum",48.51,1228,3,0
brick city,bansdroni,74.0,1225,3,0
greenfield city,behala chowrasta,35.5,893,3,0
subhasree apartment,new barrakpur,12.93,488,1,0
the 102,"joka,  south",49.0,890,2,1
the 102,"joka,  south",47.0,890,2,1
highland park,"patuli, em bypass",86.0,1206,2,0
godrej prakriti,"sodepur,  north",58.0,1267,3,1
ipcon realestate,"jyangra, rajarhat",36.1,950,2,0
"ipcon realestate, new booking",baguiati,35.7,851,2,0
ipcon realestate,"jyangra, rajarhat",34.56,960,2,0
ipcon realestate,"jyangra, rajarhat",33.12,920,2,0
ipcon realestate,"jyangra, rajarhat",26.5,757,2,0
on request,"dum dum cantt, south dumdum",42.31,1085,2,0
"narendrapur, kolkata, kolkata south",narendrapur,83.0,1655,4,0
bengal peerless avidipta phase 2,mukundapur,99.0,917,2,1
hiland park,"em bypass,  south",99.0,1264,3,1
on request,kalikapur,36.0,910,2,0
on request,garia,44.0,1140,3,0
on request,"madurdaha, em bypass",34.5,900,2,0
"residental apartment,airport","airport, dum dum",36.57,1060,3,0
vinayak apartment,"sodepur,  north",52.0,1465,3,0
the soul,rajarhat,140.0,1310,3,1
ambuja utsa the condoville,new town,105.0,1242,2,0
north purbachal road,"purbachal kalitala, kalikapur",85.0,1300,3,0
sristi apartment,tollygunge,29.0,672,2,0
stand alone apartment,"thee, bt road",38.0,800,2,0
702 dipsikha,eswar,22.75,702,2,0
mirra apartment,"basunagar, madhyamgram",24.0,750,2,0
use kolkata west international city,"salap, howrah",80.0,2200,4,0
mihir kunja,"sodepur,  north",30.38,1085,3,0
ananta enclave,"ananya, bara nagar",42.5,1008,3,0
npr waterside,"sodepur,  north",36.5,1170,3,0
sonartori,"patuli, em bypass",88.0,1355,3,0
950 panchabati,"bidyayatan sarani, bara nagar",32.0,950,3,0
uttara tritiya,new town action area 2d,122.0,1436,3,0
greenfield city,behala chowrasta,28.0,774,2,0
majestic society,"thee, bt road",62.0,1200,3,0
signum windmere,madhyamgram,52.0,959,2,0
megh apartment,"bakultala,  south",22.0,860,2,0
neelachal abasan chs,kasba,90.0,1276,3,0
neelachal abasan chs,kasba,80.15,1145,3,0
om sai apartment,"sodepur,  north",26.85,1048,3,0
reliable sonar kella,"sodepur,  north",22.0,810,2,0
jubilee apartment,"bosepukur, kasba",80.0,1117,3,0
shrachi rosedale garden,new town,240.0,2231,3,1
brick city,"survey park, santoshpur",76.0,1300,3,0
merlin maximus,"sodepur,  north",86.5,1280,4,1
urban sabujayan,kalikapur,46.35,927,2,0
800 nk,"bonhooghly, bt road",27.5,800,2,0
tolly court,tollygunge,87.0,1230,3,0
neelachal abasan chs,kasba,72.0,1150,2,0
shivam apartment baguihati,baguiati,27.44,686,2,0
"residential apartment,dumdum cant","dum dum cantt, south dumdum",27.95,860,2,0
mitra appartment,tollygunge,20.0,750,2,0
on request,"dum dum cantt, south dumdum",23.1,700,2,0
on request,new alipore block p,65.0,1300,3,0
bengal shapoorji shukhobristhi,new town,32.2,680,2,1
bengal shapoorji shukhobristhi,new town,52.0,1000,3,1
subham apartment,"naktala, garia",23.0,630,2,0
bengal dcl sampoorna,action area 2,23.0,400,1,1
on request,kestopur,15.0,426,1,0
on request,kestopur,13.0,411,1,0
fm dream villa,tollygunge,30.0,957,2,0
on request,mukundapur,25.0,677,2,0
on request,mukundapur,40.75,849,2,0
on request,baguiati,25.36,634,2,0
anil vaban,"dum dum cantt, south dumdum",31.0,893,2,0
"soumendra plaza new booking, agarpara","agarpara, panihati",16.6,650,2,0
green house,park street,65.0,500,2,0
nexus residency,"amarabati, sodepur",38.5,1176,3,0
ps panache,salt lake,114.99999999999999,1032,2,1
residential building,action area 1,75.0,1200,3,0
on request,"dum dum cantt, south dumdum",40.8,1236,3,0
oas lake life township,"joka,  south",23.0,909,3,0
on request,"baguihati, vip road",22.94,706,2,0
on request,"baguihati, vip road",23.92,736,2,0
on request,"baguihati, vip road",30.75,946,3,0
on request,"baguihati, vip road",31.3,963,3,0
gate-1 dum dum,"airport, dum dum",25.0,710,2,0
thakurpukur cooperative housing society limited,"prantik, thakurpukur",120.0,1722,2,0
bengal shapoorji shukhobristhi,new town,23.5,480,1,1
bengal shapoorji shukhobristhi,new town,22.0,480,1,1
appartment,action area 1,38.88,864,2,0
loharuka green enclave,rajarhat,63.0,1199,3,0
nava panchvati co-op housing society,"patuli, em bypass",80.0,1500,3,0
"on request, new booking",new town,32.81,729,2,0
appartment,action area 1,29.07,646,2,0
deluxe sankalpa vila,"sodepur,  north",18.5,650,2,0
delux unique plus,"sodepur,  north",18.72,720,2,0
jai hanuman apartment 2,"dmotor, uttarpara",18.0,700,2,0
jai ganesh apartment ii,"dmotor, uttarpara",8.32,320,1,0
nirvana,"em bypass,  south",103.0,1513,3,0
space aurum,bt road,85.0,1470,3,0
on request,lake town,31.91,709,2,0
on request,lake town,31.23,694,2,0
on request,lake town,40.5,900,2,0
"shivam uttara, uttarpara","uttarpara, hooghly",13.2,480,2,0
tara ma enterprises,action area 1,32.0,442,1,0
bengal ambuja upohar,new garia,52.0,836,2,0
nilamber appartment usha park,"usha park, bansdroni",36.0,950,3,0
aparajita apartment,"khardah, bt road",25.0,1100,3,0
bengal shapoorji shukhobristhi,new town,55.0,930,3,1
510 jugipara,"jugipara, bara nagar",16.0,510,2,0
746 rabindra nagar,dunlop,28.0,746,2,0
kamala bhawan,dunlop,28.0,880,3,0
580 rabindra nagar,dunlop,21.0,580,2,0
729 taravilla,bara nagar,24.0,729,2,0
812 jugipara,"jugipara, bara nagar",29.5,812,2,0
"bara nagar, kolkata, kolkata north",bara nagar,68.0,791,4,0
ss enclave,"haridevpur, putiary",29.0,930,2,0
on request bhawanipore,"das park, sarat bose road",180.0,1700,3,0
brooklyn apartment,"patuli, em bypass",75.0,1120,3,0
purbachal cluster 4,sector 3 salt lake,95.0,1500,3,0
sana exotica,"pathanpur, birati",18.64,565,2,0
purbachal cluster 12,salt lake,45.0,714,3,0
suprima appartment,"laskarpur, garia",25.5,800,2,0
"bansdroni, kolkata, kolkata south",bansdroni,52.0,899,5,0
atri green valley,narendrapur,20.5,650,1,1
eden exotica,"panchasayar, em bypass",45.0,920,2,0
brick city,"gitanjali park, kalikapur",50.0,826,2,0
kanchana apartment,park street,145.0,1314,3,0
golf green urban complex,jadavpur,55.0,1600,3,0
sb enterprise,action area 1,80.0,1200,3,0
eden tolly signature,tollygunge,43.0,934,2,0
golf green housing complex,golf green,33.0,700,2,0
riddhi siddhi apartments,baguiati,35.0,1240,3,0
kavi nazrul metro,garia,56.0,1000,2,0
"sakher bazar, barisha, kolkata south","sakher bazar, barisha,  south",80.0,2752,5,0
loharuka green woods,"kaikhali, vip road",55.0,1020,3,0
db sahara mig,action area 1,75.0,1250,3,0
on request,"kudghat, tollygunge",35.0,800,2,0
bengal shapoorji shukhobristhi,new town,19.5,480,1,1
bengal shapoorji shukhobristhi,new town,53.57,901,3,1
satyam tower dr p.n ghosh road,"bally, howrah",35.0,1327,3,0
raj apartment,mukundapur,31.0,761,2,0
ujjwala luxary apartments,new town action area 2d,135.0,1509,3,0
elita garden vista,new town,80.0,1350,2,1
skylark apartment,"airport, dum dum",19.0,730,2,0
shyambazar,"shyam bazaar, hatibagan",38.0,700,2,0
galaxy chs,action area 1,74.0,1250,3,0
eden tolly signature plus,tollygunge,83.0,1334,3,0
balaka green,"mali bagan, vip road",65.0,1018,2,0
shrachi greenwood elements,new town,52.0,822,2,1
"green park, block-a",lake town,37.5,1100,2,0
sodepur house,"ghola bazar, panihati",72.0,2760,5,0
on request new,kasba,22.0,510,1,0
avidipta housing complex,mukundapur,33.0,427,1,0
deluxe sankalpa vila,"sodepur,  north",18.0,600,2,0
ambuja ujjwala the condoville,new town,136.0,1509,3,1
"chingrighata , kolkata, kolkata central",grighata,40.0,980,3,0
on request,"purbalok, em bypass",60.0,1200,3,0
spandan,"madurdaha, em bypass",50.0,1200,3,0
residential apartment,"triangular park, ballygunge",150.0,1680,3,0
"jogodhyan lane, kankurgachi, kolkata north","jogodhyan lane, kankurgachi",42.02,764,2,0
bengal peerless avidipta phase 2,mukundapur,72.0,700,2,1
twin tower,"nager bazar, jessore road",35.73,812,2,0
shibalik estate,"purbayan, ashok sen nagar, sodepur",14.5,550,1,0
sampurna apartment,sector 5 salt lake,45.0,1000,3,0
shivalik estate,"purbayan, ashok sen nagar, sodepur",18.47,710,2,0
shivam residency,"bhadrakali, uttarpara",21.75,687,2,0
biswa bondhu niwas,"panchbati, sodepur",45.5,1440,4,0
"bijoygarh, kolkata, kolkata south",bijoygarh,21.0,640,2,0
ananda ashram apartment,"anandalok, sodepur",28.4,1041,3,0
vivekananda apartment,"sodepur,  north",18.5,892,2,0
amarjyoti appartment,"durganagar, belgharia expressway",23.0,850,2,0
"residential flat,airport","airport, dum dum",26.91,780,2,0
swabhumi choudhury park enclave,eswar,16.58,422,1,0
"residential flat,airport","airport 2 no. gate, north dumdum",57.64,1441,3,0
ps nautical,"patuli, em bypass",95.0,850,3,0
bangur avenue,lake town,101.0,1463,3,0
mini complex,new garia,37.39,779,2,0
rajdanga,kasba,75.0,978,3,0
on request,kalikapur,45.0,1070,3,0
star residency,ar park,58.0,1458,3,0
cit employees chs,kankurgachi,140.0,2278,4,0
karunamoyee housing society,salt lake,70.0,618,3,1
on request,new garia,42.0,1000,3,0
bireshwar apartment,"ghola bazar, panihati",17.5,875,2,0
on request new alipore,new alipore,175.0,1750,3,0
trinayani apartment,madhyamgram,13.76,429,1,0
avishikta phase 1,kalikapur,92.0,1008,3,0
subhashree apartment,new barrakpur,14.07,521,1,0
nestling housing coopeative society,action area 3,65.0,990,3,0
space aurum,bt road,85.0,1563,3,0
south city,ce anwar shah rd,160.0,1140,2,1
merlin maximus,"sodepur,  north",62.0,1028,3,1
raj apartment,"khardah, bt road",42.0,1188,3,0
p s kalyan,"bhawanipore, sarat bose road",150.0,1309,3,0
