name,location,price,area,bhk
Soma Villa,"2 BHK Flat in Madhyamgram, Kolkata",₹30.34 Lac,867 sqft,2 BHK
Rani Kuthi,"2 BHK Flat in Madhyamgram, Kolkata",₹27.19 Lac,824 sqft,2 BHK
Soma villa,"2 BHK Flat in Madhyamgram, Kolkata",₹31.57 Lac,902 sqft,2 BHK
INDIVIDUAL APARTMENT,"2 BHK Flat in Action Area 1, Kolkata",₹65 Lac,"1,098 sqft",2 BHK
"Rishi Ecoview
3.8","3 BHK Flat in New Town, Kolkata",₹83 Lac,"1,384 sqft",3 BHK
NEW,"2 BHK Flat in Ananya, Bara Nagar",₹29 Lac,670 sqft,2 BHK
"Unimark Springfield
3.7","3 BHK Flat in Rajarhat, Kolkata",₹84 Lac,"1,355 sqft",3 BHK
"Unimark Springfield
3.7","2 BHK Flat in Rajarhat, Kolkata",₹60 Lac,971 sqft,2 BHK
Jeet Group,"3 BHK Independent Builder Floor in Nayabad, Kolkata",₹50 Lac,"1,090 sqft",3 BHK
Jeet Group,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹67 Lac,"1,275 sqft",3 BHK
Jeet Group,"3 BHK Flat in Nayabad, Kolkata",₹50 Lac,"1,108 sqft",3 BHK
Jeet Group,"2 BHK Independent Builder Floor in Nayabad, Kolkata",₹45 Lac,980 sqft,2 BHK
"Birati, Kolkata, Kolkata North","7 Bedroom House in Birati, Kolkata",₹2.5 Cr,"3,600 sqft",7 BHK
Baikuntha Ghosh Road,"2 BHK Flat in Kasba, Kolkata",₹38 Lac,650 sqft,2 BHK
jonaki,"2 BHK Flat in Sodepur, Kolkata North",₹28.8 Lac,884 sqft,2 BHK
Classic Tower,"3 BHK Flat in Ballygunge, Kolkata",₹2.1 Cr,"1,852 sqft",3 BHK
Swan Green,"2 BHK Flat in Thakurpukur, Kolkata",₹47 Lac,894 sqft,2 BHK
Aristocrat,"2 BHK Flat in Sodepur, Kolkata North",₹34 Lac,"1,000 sqft",2 BHK
PHIZERS,"3 BHK Independent Builder Floor in Action Area 1, Kolkata",₹97 Lac,"1,490 sqft",3 BHK
SB Enterpise,"3 BHK Flat in New Town, Kolkata",₹98 Lac,"1,481 sqft",3 BHK
Rani Kuthi,"2 BHK Flat in Madhyamgram, Kolkata",₹25.61 Lac,776 sqft,2 BHK
Ranikuthi,"2 BHK Flat in Madhyamgram, Kolkata",₹25.01 Lac,758 sqft,2 BHK
Sova Villa,"2 BHK Flat in Madhyamgram, Kolkata",₹31.08 Lac,888 sqft,2 BHK
Sova Villa,"2 BHK Flat in Madhyamgram, Kolkata",₹31.08 Lac,888 sqft,2 BHK
residential Apartment,"2 BHK Flat in Raypara, Rekjuani, Kolkata",₹31 Lac,885 sqft,2 BHK
Brick city,"2 BHK Flat in Gariahat, Kolkata",₹1.43 Cr,"1,100 sqft",2 BHK
Cooperative flat,"3 BHK Flat in New Town, Kolkata",₹87 Lac,"1,181 sqft",3 BHK
Brick City,"3 BHK Flat in Gariahat, Kolkata",₹2.43 Cr,"1,900 sqft",3 BHK
Sristi Apartment,"2 BHK Independent Builder Floor in Sakher Bazar, Barisha",₹29 Lac,672 sqft,2 BHK
"PS ONE 10
4.2","4 BHK Flat in New Town, Kolkata",₹2.8 Cr,"2,166 sqft",4 BHK
Anupama Co operative Society,"3 BHK Flat in VIP Road, Kolkata",₹52 Lac,"1,150 sqft",3 BHK
ncha 181 nsc basu road kol,"2 BHK Independent Builder Floor in Rajpur Sonarpur, Kolkata South",₹30 Lac,950 sqft,2 BHK
Brick city,"3 BHK Flat in Jadavpur, Kolkata",₹79.2 Lac,"1,320 sqft",3 BHK
sarovaar,"3 BHK Flat in Action Area 3, Kolkata",₹60.97 Lac,"1,163 sqft",3 BHK
sarovaar,"3 BHK Flat in Action Area 3, Kolkata",₹59.05 Lac,"1,125 sqft",3 BHK
sarovaar,"1 BHK Flat in Action Area 3, Kolkata",₹32.7 Lac,606 sqft,1 BHK
sarovaar,"3 BHK Flat in Action Area 3, Kolkata",₹60.97 Lac,"1,163 sqft",3 BHK
Sarovaar,"2 BHK Flat in New Town, Kolkata",₹47.68 Lac,901 sqft,2 BHK
sarovaar,"1 BHK Flat in Action Area 3, Kolkata",₹32.7 Lac,606 sqft,1 BHK
Sarovaar Apartment,"1 BHK Flat in Action Area 3, Kolkata",₹31.13 Lac,575 sqft,1 BHK
Ambuja Udita,"1 BHK Flat in Survey Park, Santoshpur",₹65 Lac,805 sqft,1 BHK
Eden Brookside,"3 BHK Flat in Thakurpukur, Kolkata",₹43 Lac,"1,140 sqft",3 BHK
Sova Villa,"2 BHK Flat in Madhyamgram, Kolkata",₹31.08 Lac,888 sqft,2 BHK
Sova villa,"2 BHK Flat in Madhyamgram, Kolkata",₹29.37 Lac,839 sqft,2 BHK
The Banyan Tree Sunland Residency,"3 BHK Flat in Rajarhat, Kolkata",₹95 Lac,"1,479 sqft",3 BHK
"Siddha Galaxia
4.0","3 BHK Flat in Rajarhat, Kolkata",₹1.35 Cr,"1,290 sqft",3 BHK
Urban Greens Phase 2,"3 BHK Flat in Rajarhat, Kolkata",₹1.02 Cr,"1,350 sqft",3 BHK
Urban Greens Phase 2,"3 BHK Flat in Rajarhat, Kolkata",₹1.16 Cr,"1,400 sqft",3 BHK
Urban Greens Phase 1,"3 BHK Flat in Dash Drone, Rajarhat",₹85 Lac,"1,250 sqft",3 BHK
Urban Greens Phase 1,"2 BHK Flat in Dash Drone, Rajarhat",₹68 Lac,910 sqft,2 BHK
SB Enterprise,"3 BHK Flat in New Town, Kolkata",₹98 Lac,"1,480 sqft",3 BHK
Brick city,"3 BHK Flat in Gariahat, Kolkata",₹2.2 Cr,"1,700 sqft",3 BHK
SB Enterprises,"3 BHK Flat in Action Area 3, Kolkata",₹68 Lac,"1,251 sqft",3 BHK
CB Goel MIG,"3 BHK Flat in Action Area 1, Kolkata",₹85 Lac,"1,250 sqft",3 BHK
Tirath Apartment,"3 BHK Flat in Chinar Park, Kolkata",₹74 Lac,"1,353 sqft",3 BHK
On Request,"3 BHK Flat in Madurdaha, EM Bypass",₹57 Lac,"1,450 sqft",3 BHK
Heavens Gateway,"2 BHK Flat in Narendrapur, Kolkata",₹35.46 Lac,"1,043 sqft",2 BHK
Heavens Gateway,"2 BHK Flat in Narendrapur, Kolkata",₹34 Lac,"1,002 sqft",2 BHK
Heavens Gateway,"2 BHK Flat in Narendrapur, Kolkata",₹33.25 Lac,978 sqft,2 BHK
Heavens Gateway,"2 BHK Flat in Narendrapur, Kolkata",₹34 Lac,"1,000 sqft",2 BHK
"Swan Court
3.1","3 BHK Flat in New Town, Kolkata",₹1.4 Cr,"1,670 sqft",3 BHK
Signum Windmere,"3 BHK Flat in Madhyamgram, Kolkata",₹70 Lac,900 sqft,3 BHK
Tata 88 East,"3 BHK Flat in Alipore, Kolkata",₹4.5 Cr,"1,500 sqft",3 BHK
"Rishi Ecoview
3.8","3 BHK Flat in New Town, Kolkata",₹95 Lac,"1,384 sqft",3 BHK
"Siddha Eden LakeVille
3.9","2 BHK Flat in BT Road, Kolkata",₹51 Lac,725 sqft,2 BHK
S U Abason,"2 BHK Flat in Uttarpara, Hooghly",₹34 Lac,848 sqft,2 BHK
Shakuntala II,"2 BHK Flat in Nayabad, Kolkata",₹41 Lac,825 sqft,2 BHK
Shakuntala II,"2 BHK Flat in Nayabad, Kolkata",₹38 Lac,775 sqft,2 BHK
On Request,"3 BHK Flat in Purbalok, EM Bypass",₹90 Lac,"1,307 sqft",3 BHK
Sova villa,"2 BHK Flat in Madhyamgram, Kolkata",₹29.08 Lac,831 sqft,2 BHK
Rani Kuthi,"1 BHK Flat in Madhyamgram, Kolkata",₹18.91 Lac,573 sqft,1 BHK
Tirupati Paradise,"2 BHK Flat in Narendrapur, Kolkata",₹32.83 Lac,938 sqft,2 BHK
"Bengal DCL Sampoorna
3.8","5 BHK Flat in Action Area 2, Kolkata",₹3.03 Cr,"3,700 sqft",5 BHK
Greenfield Ambition,"2 BHK Flat in Rajarhat, Kolkata",₹56 Lac,780 sqft,2 BHK
On Request,"4 BHK Flat in Jodhpur Park, Kolkata",₹4.7 Cr,"5,000 sqft",4 BHK
"Bengal DCL Sampoorna
3.8","5 BHK Flat in Action Area 2, Kolkata",₹3.3 Cr,"3,303 sqft",5 BHK
"The 102
4.0","2 BHK Flat in Joka, Kolkata South",₹50 Lac,906 sqft,2 BHK
On Request,"4 Bedroom House in Abdalpur, Madhyamgram",₹60 Lac,"2,500 sqft",4 BHK
On Request,"2 Bedroom House in Abdalpur, Madhyamgram",₹38 Lac,"1,080 sqft",2 BHK
Rani Kuthi,"1 BHK Flat in Madhyamgram, Kolkata",₹18.51 Lac,561 sqft,1 BHK
"BC Block Newtown, Action Area 1, Kolkata East","3 BHK Independent Builder Floor in BC Block Newtown, Action Area 1, Kolkata East",₹85 Lac,"1,250 sqft",3 BHK
"Magnolia Oxygen
4.1","3 BHK Flat in Rajarhat, Kolkata",₹75 Lac,"1,170 sqft",3 BHK
Rani Kuthi,"2 BHK Flat in Madhyamgram, Kolkata",₹24.68 Lac,748 sqft,2 BHK
"Shivam Prisma, Uttarpara","3 BHK Flat in Makhla Government Colony, Uttarpara",₹28.49 Lac,"1,075 sqft",3 BHK
Sammillani Park,"2 BHK Independent Builder Floor in Ajoy Nagar, Santoshpur",₹55 Lac,"1,010 sqft",2 BHK
Rani Kuthi,"1 BHK Flat in Madhyamgram, Kolkata",₹16.43 Lac,498 sqft,1 BHK
Pratima Sunshine,"3 BHK Flat in Nayabad, Kolkata",₹48 Lac,980 sqft,3 BHK
sarovaar,"2 BHK Flat in Action Area 3, Kolkata",₹47.68 Lac,901 sqft,2 BHK
sarovaar,"2 BHK Flat in Action Area 3, Kolkata",₹51.23 Lac,971 sqft,2 BHK
"Bengal Peerless Avidipta Phase 2
4.1","2 BHK Flat in Mukundapur, Kolkata",₹1.3 Cr,935 sqft,2 BHK
Gk mansion,"2 BHK Flat in Birati, Kolkata",₹29.75 Lac,850 sqft,2 BHK
"Bengal Peerless Avidipta Phase 2
4.1","2 BHK Flat in Mukundapur, Kolkata",₹80 Lac,735 sqft,2 BHK
sarovaar,"2 BHK Flat in Action Area 3, Kolkata",₹51.23 Lac,971 sqft,2 BHK
On Request,"3 BHK Flat in Lake View Road, Ballygunge",₹1.8 Cr,"1,550 sqft",3 BHK
On Request,"6 Bedroom House in Panditiya Road , Ballygunge",₹3.2 Cr,"3,000 sqft",6 BHK
On Request,"3 BHK Flat in Hazra Road, Kolkata",₹1.22 Cr,"1,283 sqft",3 BHK
On Request New,"3 BHK Flat in Madurdaha, EM Bypass",₹1.01 Cr,"1,550 sqft",3 BHK
On Request New,"3 BHK Flat in Madurdaha, EM Bypass",₹80 Lac,"1,240 sqft",3 BHK
On Request,"3 BHK Flat in New Garia, Kolkata",₹92.56 Lac,"1,424 sqft",3 BHK
Brick City,"3 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹1.15 Cr,"1,489 sqft",3 BHK
"Siddha Eden LakeVille
3.9","2 BHK Flat in BT Road, Kolkata",₹66 Lac,840 sqft,2 BHK
Brick city,"2 BHK Flat in Dhakuria, Southern Avenue",₹95 Lac,"1,090 sqft",2 BHK
"Siddha Eden LakeVille
3.9","2 BHK Flat in BT Road, Kolkata",₹64 Lac,795 sqft,2 BHK
On Request New,"3 BHK Independent Builder Floor in Thakurpukur, Kolkata",₹34.85 Lac,"1,025 sqft",3 BHK
"Ideal AquaView
3.7","3 BHK Flat in New Town, Kolkata",₹1.27 Cr,"1,475 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Bansdroni, Kolkata",₹53 Lac,900 sqft,2 BHK
On Request,"3 BHK Independent Builder Floor in Bansdroni, Kolkata",₹71.5 Lac,"1,100 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Garia, Kolkata",₹36 Lac,774 sqft,2 BHK
"Hiland Park
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹1.05 Cr,"1,264 sqft",3 BHK
Merlin Elements,"3 BHK Flat in New Alipore, Kolkata",₹2.1 Cr,"1,794 sqft",3 BHK
On Request,"3 BHK Flat in Lake View Road, Ballygunge",₹2.2 Cr,"1,850 sqft",3 BHK
Residential Apartment,"2 BHK Flat in Jodhpur Park, Kolkata",₹42 Lac,725 sqft,2 BHK
On request,"2 BHK Flat in Madurdaha, EM Bypass",₹41 Lac,850 sqft,2 BHK
On request,"3 BHK Flat in Madurdaha, EM Bypass",₹84 Lac,"1,700 sqft",3 BHK
Urban Greens Phase 2,"2 BHK Flat in Rajarhat, Kolkata",₹72 Lac,920 sqft,2 BHK
Eden Tolly Greenwood,"2 BHK Flat in Ramchandrapur, Narendrapur",₹36 Lac,"1,196 sqft",2 BHK
"Rishi Ecoview
3.8","3 BHK Flat in New Town, Kolkata",₹1.1 Cr,"1,842 sqft",3 BHK
Nirmala Orchid,"3 BHK Flat in South Dumdum, Kolkata",₹1.06 Cr,"1,397 sqft",3 BHK
Nirmala Orchid,"2 BHK Flat in South Dumdum, Kolkata",₹57.9 Lac,919 sqft,2 BHK
On Request,"3 BHK Flat in Mukundapur, Kolkata",₹95 Lac,"1,300 sqft",3 BHK
Hari Krishna,"3 BHK Independent Builder Floor in Action Area 1, Kolkata",₹1.05 Cr,"1,480 sqft",3 BHK
HARI KRISHNA,"3 BHK Independent Builder Floor in Action Area 1, Kolkata",₹1.05 Cr,"1,480 sqft",3 BHK
Hari Krishna,"3 BHK Independent Builder Floor in Action Area 1, Kolkata",₹1.05 Cr,"1,485 sqft",3 BHK
HARI KRISHNA,"3 BHK Independent Builder Floor in Action Area 1, Kolkata",₹1.05 Cr,"1,490 sqft",3 BHK
On Request,"3 BHK Flat in Jodhpur Park, Kolkata",₹1.6 Cr,"1,450 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Ganguly Bagan, Kolkata",₹55.25 Lac,850 sqft,2 BHK
Swarna Kuthi Ii,"3 BHK Flat in HB Town, Sodepur",₹42 Lac,"1,390 sqft",3 BHK
Amar Enclave,"2 BHK Flat in Rathtala, Kolkata North",₹35.5 Lac,816 sqft,2 BHK
"Hiland Park
3.6","2 BHK Flat in EM Bypass, Kolkata South",₹90 Lac,"1,206 sqft",2 BHK
Sova villa,"2 BHK Flat in Madhyamgram, Kolkata",₹29.09 Lac,831 sqft,2 BHK
Purti Veda,"3 BHK Flat in New Town, Kolkata",₹1.15 Cr,"1,261 sqft",3 BHK
"Madhyamgram, Kolkata, Kolkata North","3 Bedroom House in Madhyamgram, Kolkata",₹56 Lac,"1,500 sqft",3 BHK
Purti Veda.,"3 BHK Flat in New Town, Kolkata",₹1.07 Cr,"1,261 sqft",3 BHK
"Urbana
3.7","3 BHK Flat in EM Bypass, Kolkata South",₹3.75 Cr,"1,883 sqft",3 BHK
"Rishi Ecoview
3.8","3 BHK Flat in New Town, Kolkata",₹88 Lac,"1,316 sqft",3 BHK
Ganga Jamuna Apartment,"3 BHK Flat in Tollygunge, Kolkata",₹1.3 Cr,"1,025 sqft",3 BHK
Protiti,"3 BHK Flat in Jodhpur Park, Kolkata",₹1.65 Cr,"1,500 sqft",3 BHK
Protiti,"6 BHK Flat in Jodhpur Park, Kolkata",₹3.25 Cr,"3,000 sqft",6 BHK
Upohar The Condoville,"4 BHK Flat in Garia, Kolkata",₹2.9 Cr,"3,620 sqft",4 BHK
Eden Pavilion,"3 BHK Flat in Fartabad, Garia",₹75 Lac,"1,404 sqft",3 BHK
Eden Pavilion,"3 BHK Flat in Fartabad, Garia",₹75 Lac,"1,251 sqft",3 BHK
Bakul Binayak,"3 BHK Flat in Nayabad, Kolkata",₹62 Lac,"1,350 sqft",3 BHK
Standalone Apartments,"3 BHK Flat in Jodhpur Park, Kolkata",₹1.9 Cr,"1,712 sqft",3 BHK
Chorus Apartment,"3 BHK Flat in New Town, Kolkata",₹1.43 Cr,"1,550 sqft",3 BHK
Green Verge,"2 BHK Flat in New Town, Kolkata",₹62 Lac,"1,050 sqft",2 BHK
Hidco Appartment,"3 BHK Flat in New Town, Kolkata",₹98 Lac,"1,350 sqft",3 BHK
Aqua view,"2 BHK Flat in New Town, Kolkata",₹62 Lac,900 sqft,2 BHK
AGR,"3 BHK Flat in Action Area 1, Kolkata",₹1.2 Cr,"1,700 sqft",3 BHK
"Tata Avenida
4.0","3 BHK Flat in New Town, Kolkata",₹3.02 Cr,"2,385 sqft",3 BHK
"Durga Apartment, Uttarpara","2 BHK Flat in Hindmotor, Uttarpara",₹27.5 Lac,970 sqft,2 BHK
Mohorkunja II,"3 BHK Flat in Chit Kalikapur, Mukundapur",₹69 Lac,"1,117 sqft",3 BHK
Soma villa,"2 BHK Flat in Madhyamgram, Kolkata",₹26.6 Lac,760 sqft,2 BHK
Soma villa,"3 BHK Flat in Madhyamgram, Kolkata",₹35.84 Lac,"1,024 sqft",3 BHK
Sonali Apartment,"2 BHK Flat in Tarapukur West, Panihati",₹21.5 Lac,765 sqft,2 BHK
Standalone Building,"3 BHK Independent Builder Floor in New Town, Kolkata",₹97 Lac,"1,310 sqft",3 BHK
"Rajwada Altitude
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹1.06 Cr,"1,455 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Purba Barisha, Kolkata",₹60 Lac,"1,131 sqft",3 BHK
Nataraj,"2 BHK Flat in Mahamayatala, Garia",₹35 Lac,980 sqft,2 BHK
SANGEETAYAN,"2 BHK Flat in Garia, Kolkata",₹35 Lac,"1,000 sqft",2 BHK
khatti mithi,"2 BHK Flat in Naktala, Garia",₹48 Lac,799 sqft,2 BHK
On Request,"2 BHK Flat in Hindustan More, Garia",₹52 Lac,"1,040 sqft",2 BHK
Tripurasundari Apartment,"3 BHK Flat in Mahamayatala, Garia",₹50 Lac,"1,210 sqft",3 BHK
Basant Bahar Kolkata,"2 BHK Flat in Mahamayatala, Garia",₹38 Lac,800 sqft,2 BHK
"Deeshari Megacity
3.7","4 BHK Flat in Southern Bypass, Kolkata",₹45 Lac,"1,292 sqft",4 BHK
"Deeshari Megacity
3.7","3 BHK Flat in Southern Bypass, Kolkata",₹38.25 Lac,"1,268 sqft",3 BHK
"Deeshari Megacity
3.7","3 BHK Flat in Southern Bypass, Kolkata",₹37.25 Lac,"1,268 sqft",3 BHK
"Deeshari Megacity
3.7","3 BHK Flat in Southern Bypass, Kolkata",₹37 Lac,"1,268 sqft",3 BHK
"Deeshari Megacity
3.7","3 BHK Flat in Southern Bypass, Kolkata",₹38 Lac,"1,268 sqft",3 BHK
Atri Aqua,"2 BHK Flat in Narendrapur, Kolkata",₹40 Lac,856 sqft,2 BHK
Atri Aqua,"2 BHK Flat in Narendrapur, Kolkata",₹35 Lac,856 sqft,2 BHK
Atri Aqua,"1 BHK Flat in Narendrapur, Kolkata",₹27.5 Lac,694 sqft,1 BHK
Atri Aqua,"3 BHK Flat in Narendrapur, Kolkata",₹49 Lac,"1,162 sqft",3 BHK
Atri Aqua,"3 BHK Flat in Narendrapur, Kolkata",₹50 Lac,"1,162 sqft",3 BHK
Atri Rays,"3 BHK Flat in Narendrapur, Kolkata",₹46 Lac,"1,018 sqft",3 BHK
On Request,"2 BHK Flat in Saha Para, Fartabad, Garia",₹58.5 Lac,"1,044 sqft",2 BHK
Swastik Bajaj Kunj,"3 BHK Flat in Lake Town, Kolkata",₹1.47 Cr,"1,720 sqft",3 BHK
Swastik Bajaj Kunj,"3 BHK Flat in Lake Town, Kolkata",₹1.31 Cr,"1,747 sqft",3 BHK
Swastik Bajaj Kunj,"4 BHK Flat in Lake Town, Kolkata",₹1.92 Cr,"2,548 sqft",4 BHK
Swastik Bajaj Kunj,"3 BHK Flat in Lake Town, Kolkata",₹1.3 Cr,"1,715 sqft",3 BHK
Garden Residency,"3 BHK Flat in Kamarhati, Panihati",₹65 Lac,"1,271 sqft",3 BHK
Blue Pearl Apartment,"3 BHK Flat in Dunlop, Kolkata",₹65 Lac,"1,420 sqft",3 BHK
Saket Nagar,"3 BHK Flat in Dunlop, Kolkata",₹75.5 Lac,"1,452 sqft",3 BHK
Purti Star,"3 BHK Flat in Rajarhat, Kolkata",₹86 Lac,"1,349 sqft",3 BHK
sarovaar,"1 BHK Flat in Action Area 3, Kolkata",₹32.7 Lac,606 sqft,1 BHK
dream bhagirathi apartment,"3 BHK Flat in Pathanpur, Birati, Kolkata",₹38.34 Lac,"1,065 sqft",3 BHK
Individual,"2 BHK Flat in Action Area 2, Kolkata",₹65 Lac,"1,000 sqft",2 BHK
on request,"3 BHK Flat in AC Block Newtown, Action Area 1",₹88 Lac,"1,250 sqft",3 BHK
on request,"3 BHK Flat in BA Block newtown, Action Area 1",₹72 Lac,"1,250 sqft",3 BHK
On request,"3 BHK Flat in AK Block Newtown, Action Area 1",₹80 Lac,"1,250 sqft",3 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹1.12 Cr,"1,370 sqft",3 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹95 Lac,"1,495 sqft",3 BHK
On request,"3 BHK Flat in New Town, Kolkata",₹1.19 Cr,"1,450 sqft",3 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹1.5 Cr,"1,480 sqft",3 BHK
on request,"4 BHK Flat in New Town, Kolkata",₹1.75 Cr,"2,375 sqft",4 BHK
on request,"2 BHK Flat in New Town, Kolkata",₹95 Lac,"1,450 sqft",2 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹1 Cr,"1,500 sqft",3 BHK
"Swan Court
3.1","3 BHK Flat in New Town, Kolkata",₹1.5 Cr,"1,670 sqft",3 BHK
cooperative,"3 BHK Flat in New Town, Kolkata",₹1.32 Cr,"1,480 sqft",3 BHK
"New Town, Kolkata, Kolkata East","3 BHK Independent Builder Floor in New Town, Kolkata",₹1.12 Cr,"1,723 sqft",3 BHK
individual,"3 BHK Flat in New Town, Kolkata",₹1.05 Cr,"1,700 sqft",3 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹95 Lac,"1,460 sqft",3 BHK
co operative,"3 BHK Flat in New Town, Kolkata",₹95 Lac,"1,450 sqft",3 BHK
indivisual,"3 BHK Flat in New Town, Kolkata",₹1.23 Cr,"1,840 sqft",3 BHK
indivisual,"3 BHK Flat in New Town, Kolkata",₹82 Lac,"1,100 sqft",3 BHK
indivisual,"2 BHK Flat in New Town, Kolkata",₹67 Lac,950 sqft,2 BHK
On request,"2 BHK Flat in New Town, Kolkata",₹60 Lac,"1,100 sqft",2 BHK
HARI KRISHNA,"3 BHK Independent Builder Floor in Action Area 1, Kolkata",₹1.05 Cr,"1,486 sqft",3 BHK
on Request,"2 BHK Flat in Baguihati, VIP Road",₹27.45 Lac,686 sqft,2 BHK
Rani Kuthi,"2 BHK Flat in Madhyamgram, Kolkata",₹24.68 Lac,748 sqft,2 BHK
On Request,"3 BHK Flat in Purbalok, EM Bypass",₹90 Lac,"1,300 sqft",3 BHK
Swasti apartment airport,"3 BHK Flat in Airport, Dum Dum",₹51 Lac,"1,374 sqft",3 BHK
On Request,"3 BHK Flat in New Garia, Kolkata",₹53 Lac,"1,250 sqft",3 BHK
On Request,"2 BHK Flat in New Garia Housing Development Society, Panchpota, Kolkata",₹36 Lac,720 sqft,2 BHK
OAS Lake Life Township,"3 BHK Flat in Joka, Kolkata South",₹23 Lac,888 sqft,3 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹86 Lac,"1,800 sqft",4 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹85 Lac,"2,160 sqft",4 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹65 Lac,"2,160 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹52.25 Lac,"1,293 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹1.1 Cr,"2,880 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹80 Lac,"2,160 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹65 Lac,"1,800 sqft",3 BHK
OAS Lake Life Township,"2 Bedroom House in Joka, Kolkata South",₹39 Lac,"1,080 sqft",2 BHK
OAS Lake Life Township,"3 BHK Independent Builder Floor in Joka, Kolkata South",₹48 Lac,"1,200 sqft",3 BHK
Shakuntala II,"3 BHK Flat in Nayabad, Kolkata",₹48 Lac,"1,050 sqft",3 BHK
Heavens Gateway,"2 BHK Flat in Narendrapur, Kolkata",₹29.5 Lac,870 sqft,2 BHK
MEGA STAR CHS,"3 BHK Flat in Action Area 1, Kolkata",₹82 Lac,"1,250 sqft",3 BHK
Eden Harmony,"3 BHK Flat in EM Bypass, Kolkata South",₹58 Lac,"1,176 sqft",3 BHK
On Request,"3 BHK Flat in Madurdaha, EM Bypass",₹95 Lac,"1,593 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Purba Barisha, Kolkata",₹40 Lac,775 sqft,2 BHK
"Merlin Urvan
3.5","3 BHK Flat in Dum Dum, Kolkata",₹1.3 Cr,"1,097 sqft",3 BHK
Charu Residency,"2 BHK Flat in Tollygunge, Kolkata",₹70 Lac,931 sqft,2 BHK
SANKAlPA APARTMENT,"2 BHK Flat in Manton, Diamond Harbour Road",₹39 Lac,800 sqft,2 BHK
Sugam Park,"3 BHK Flat in Narendrapur, Kolkata",₹75 Lac,"1,875 sqft",3 BHK
Rajwada Pebble Bay,"2 BHK Flat in Pratapgarh, Garia",₹55 Lac,965 sqft,2 BHK
"Merlin Maximus
3.9","2 BHK Flat in Sodepur, Kolkata North",₹40 Lac,595 sqft,2 BHK
Swastik Bajaj Kunj,"3 BHK Flat in Lake Town, Kolkata",₹1.31 Cr,"1,747 sqft",3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹57 Lac,902 sqft,3 BHK
On Request,"4 Bedroom House in Madhyamgram, Kolkata",₹65 Lac,"2,200 sqft",4 BHK
Swastik Bajaj Kunj,"3 BHK Flat in Lake Town, Kolkata",₹1.3 Cr,"1,715 sqft",3 BHK
On Request,"2 Bedroom House in Abdalpur, Madhyamgram",₹34 Lac,"1,080 sqft",2 BHK
Jeet Group,"2 BHK Independent Builder Floor in Nayabad, Kolkata",₹41.4 Lac,920 sqft,2 BHK
Jeet Group,"3 BHK Independent Builder Floor in Nayabad, Kolkata",₹50.4 Lac,"1,120 sqft",3 BHK
Jeet Group,"3 BHK Flat in Purbalok, EM Bypass",₹85.15 Lac,"1,310 sqft",3 BHK
Jeet Group,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹65 Lac,"1,270 sqft",3 BHK
Jeet Group,"3 BHK Flat in Nayabad, Kolkata",₹50 Lac,"1,115 sqft",3 BHK
Magnolia Grand,"3 BHK Flat in Chotto Chandpur, Kolkata",₹52 Lac,"1,228 sqft",3 BHK
Jeet Group,"3 BHK Independent Builder Floor in Nayabad, Kolkata",₹49.95 Lac,"1,110 sqft",3 BHK
"Siddha Happyville
4.2","2 BHK Flat in Rajarhat, Kolkata",₹76 Lac,"1,080 sqft",2 BHK
"Magnolia Oxygen
4.1","2 BHK Flat in Rajarhat, Kolkata",₹54 Lac,897 sqft,2 BHK
"Siddha Happyville
4.2","2 BHK Flat in Rajarhat, Kolkata",₹85 Lac,"1,080 sqft",2 BHK
Jeet Group,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹67 Lac,"1,170 sqft",3 BHK
CH Panditiya,"3 BHK Flat in Gariahat, Kolkata",₹1.44 Cr,"1,284 sqft",3 BHK
Sai Residency,"2 BHK Flat in Uttarpara, Hooghly",₹35 Lac,887 sqft,2 BHK
