name,location,price,area,bhk
Vivekananda Plaza NEW BOOKING Agarpara B T Road,"3 BHK Flat in Agarpara, Panihati",₹46.4 Lac,"1,450 sqft",3 BHK
Sita Niketan,"4 BHK Flat in Chappel Road, Hastings, Kolkata",₹2.3 Cr,"2,200 sqft",4 BHK
Mini Complex,"2 BHK Flat in Garia Station Road, Kolkata",₹38.22 Lac,980 sqft,2 BHK
"Oswal Orchard County
4.1","4 BHK Flat in Belgharia, BT Road",₹1.05 Cr,"1,810 sqft",4 BHK
On Request,"2 BHK Flat in Paschim Putiary, Kolkata",₹44 Lac,880 sqft,2 BHK
Srijan Botanica,"4 Bedroom House in EM Bypass, Kolkata South",₹1.97 Cr,"2,363 sqft",4 BHK
"Bengal DCL Malancha
3.6","3 BHK Flat in Action Area 2B, New Town",₹1.1 Cr,"1,495 sqft",3 BHK
On Request,"5 BHK Flat in New Alipore, Kolkata",₹4.1 Cr,"3,450 sqft",5 BHK
Deeshari Estate,"3 BHK Flat in Madurdaha, EM Bypass",₹1.05 Cr,"1,455 sqft",3 BHK
"Shivam Prisma, Uttarpara","3 BHK Flat in Makhla, Uttarpara",₹24.24 Lac,"1,010 sqft",3 BHK
Prabha Aashiyana,"3 BHK Flat in Rajarhat, Kolkata",₹55 Lac,"1,110 sqft",3 BHK
Eden Sapphire,"2 BHK Flat in Nayabad, Kolkata",₹42 Lac,845 sqft,2 BHK
Merlin Elements,"3 BHK Flat in New Alipore, Kolkata",₹2.1 Cr,"1,749 sqft",3 BHK
PARNASREE APARTMENT,"2 BHK Flat in Parnasree Palli, Behala",₹49 Lac,980 sqft,2 BHK
Earth Mukul Shanti Garden,"2 BHK Flat in Rajarhat, Kolkata",₹55 Lac,"1,135 sqft",2 BHK
"Rajwada Altitude
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹1.21 Cr,"1,556 sqft",3 BHK
AGR,"3 BHK Flat in Action Area 1, Kolkata",₹1.2 Cr,"1,710 sqft",3 BHK
on Request,"1 BHK Flat in Baguiati, Kolkata",₹19 Lac,474 sqft,1 BHK
on Request,"2 BHK Flat in Baguiati, Kolkata",₹40 Lac,978 sqft,2 BHK
on Request,"2 BHK Flat in Baguihati, VIP Road",₹39.08 Lac,975 sqft,2 BHK
Rani Kuthi,"1 BHK Flat in Madhyamgram, Kolkata",₹18.91 Lac,573 sqft,1 BHK
Sova villa,"1 BHK Flat in Madhyamgram, Kolkata",₹20.26 Lac,579 sqft,1 BHK
Eden Oxford Park,"2 BHK Flat in Nayabad, Kolkata",₹62 Lac,925 sqft,2 BHK
"Swan Court
3.1","3 BHK Flat in New Town, Kolkata",₹1.45 Cr,"1,670 sqft",3 BHK
Royal Gardens,"2 BHK Flat in Southern Bypass, Kolkata",₹53.87 Lac,"1,036 sqft",2 BHK
Royal Garden,"3 BHK Flat in Rajpur Sonarpur, Kolkata South",₹74.05 Lac,"1,424 sqft",3 BHK
Royal Gardens,"3 BHK Flat in Ramchandrapur, Narendrapur",₹71.71 Lac,"1,379 sqft",3 BHK
Residential Complex,"3 BHK Flat in Fartabad, Garia",₹85.05 Lac,"1,215 sqft",3 BHK
On Request,"2 BHK Flat in Fartabad, Garia",₹35.55 Lac,867 sqft,2 BHK
On Request,"2 BHK Flat in Saha Para, Fartabad, Garia",₹34.85 Lac,850 sqft,2 BHK
Tirupati Paradise,"3 BHK Flat in Narendrapur, Kolkata",₹48 Lac,"1,189 sqft",3 BHK
Tirupati Paradise,"2 BHK Flat in Narendrapur, Kolkata",₹38 Lac,966 sqft,2 BHK
"Rajwada Royal Gardens
3.7","2 BHK Flat in Narendrapur, Kolkata",₹54.91 Lac,"1,036 sqft",2 BHK
"Rajwada Royal Gardens
3.7","3 BHK Flat in Narendrapur, Kolkata",₹73.09 Lac,"1,379 sqft",3 BHK
"Rajwada Royal Gardens
3.7","3 BHK Flat in Narendrapur, Kolkata",₹75.48 Lac,"1,424 sqft",3 BHK
"Rajwada Royal Gardens
3.7","2 BHK Flat in Narendrapur, Kolkata",₹54.91 Lac,"1,036 sqft",2 BHK
"Rajwada Royal Gardens
3.7","3 BHK Flat in Narendrapur, Kolkata",₹75.49 Lac,"1,424 sqft",3 BHK
"Rajwada Royal Gardens
3.7","3 BHK Flat in Narendrapur, Kolkata",₹75.47 Lac,"1,424 sqft",3 BHK
"Rajwada Royal Gardens
3.7","3 BHK Flat in Narendrapur, Kolkata",₹73.09 Lac,"1,379 sqft",3 BHK
"Rajwada Royal Gardens
3.7","3 BHK Flat in Narendrapur, Kolkata",₹75.47 Lac,"1,424 sqft",3 BHK
"Rajwada Royal Gardens
3.7","2 BHK Flat in Narendrapur, Kolkata",₹54.91 Lac,"1,036 sqft",2 BHK
"Rajwada Royal Gardens
3.7","2 BHK Flat in Narendrapur, Kolkata",₹54.9 Lac,"1,036 sqft",2 BHK
"Rajwada Royal Gardens
3.7","3 BHK Flat in Narendrapur, Kolkata",₹73.08 Lac,"1,379 sqft",3 BHK
on Request,"2 BHK Flat in Rekjuani, Kolkata",₹19.5 Lac,650 sqft,2 BHK
Devalok Apartment,"2 BHK Flat in New Garia, Kolkata",₹45.08 Lac,920 sqft,2 BHK
sarovaar,"2 BHK Flat in Action Area 3, Kolkata",₹47.68 Lac,901 sqft,2 BHK
sarovaar,"2 BHK Flat in Action Area 3, Kolkata",₹51.23 Lac,971 sqft,2 BHK
Merlin Verve,"3 BHK Flat in Tollygunge, Kolkata",₹1.28 Cr,"1,400 sqft",3 BHK
alokananda,"1 BHK Flat in Boalia, Rajpur Sonarpur",₹21.62 Lac,470 sqft,1 BHK
Orchird Residency,"3 BHK Flat in New Garia, Kolkata",₹66 Lac,"1,239 sqft",3 BHK
on Request,"2 BHK Flat in Dum Dum Park, Kolkata",₹32 Lac,880 sqft,2 BHK
ON Request,"3 BHK Flat in Behala Chowrasta, Kolkata",₹40 Lac,965 sqft,3 BHK
Tirath Apartment,"3 BHK Flat in Chinar Park, Kolkata",₹75 Lac,"1,300 sqft",3 BHK
"Proyanti Apartment, New Booking","3 BHK Flat in Barrackpore, Kolkata",₹48.38 Lac,"1,152 sqft",3 BHK
"D Plaza, New Booking","2 BHK Flat in Barrackpore, Kolkata",₹38 Lac,"1,000 sqft",2 BHK
"Rabindra Plaza B T Road Tetultala, NEW BOOKING","3 BHK Flat in Agarpara, Panihati",₹32.2 Lac,"1,150 sqft",3 BHK
"Kartick Plaza NEW BOOKING, Agarpara","2 BHK Flat in Agarpara, Panihati",₹25.75 Lac,810 sqft,2 BHK
Atri Aqua,"1 BHK Flat in Narendrapur, Kolkata",₹28 Lac,694 sqft,1 BHK
Eden Sky Terraces,"2 BHK Flat in Nayabad, Kolkata",₹75 Lac,"1,027 sqft",2 BHK
"Bengal Peerless Avidipta Phase 2
4.1","2 BHK Flat in Mukundapur, Kolkata",₹1.15 Cr,950 sqft,2 BHK
Maya,"4 BHK Flat in Golpark, Kolkata",₹2.52 Cr,"2,100 sqft",4 BHK
residentail apartment,"2 BHK Flat in Airport 2 No. Gate, North Dumdum",₹43 Lac,"1,076 sqft",2 BHK
On Request,"3 BHK Flat in Garia Station Road, Kolkata",₹55 Lac,"1,170 sqft",3 BHK
On Request New,"2 BHK Flat in Fartabad, Garia",₹38.55 Lac,918 sqft,2 BHK
On Request,"2 BHK Flat in Fartabad, Garia",₹40.32 Lac,970 sqft,2 BHK
On Request,"2 BHK Flat in Saha Para, Fartabad, Garia",₹41.16 Lac,980 sqft,2 BHK
Prudent Prana,"3 BHK Flat in Garia, Kolkata",₹65 Lac,982 sqft,3 BHK
On request,"3 BHK Flat in Mukundapur, Kolkata",₹62 Lac,"1,255 sqft",3 BHK
On Request,"3 BHK Flat in Mukundapur, Kolkata",₹90 Lac,"1,500 sqft",3 BHK
"Bengal DCL Malancha
3.6","3 BHK Flat in New Town, Kolkata",₹1 Cr,"1,495 sqft",3 BHK
"Ideal Abasan
3.6","2 BHK Flat in Rajarhat, Kolkata",₹38 Lac,860 sqft,2 BHK
Greenfield City,"3 BHK Flat in Behala Chowrasta, Kolkata",₹40.5 Lac,893 sqft,3 BHK
Jeet Group,"3 BHK Flat in Purbalok, EM Bypass",₹84.5 Lac,"1,300 sqft",3 BHK
"Silver Spring
4.0","3 BHK Flat in EM Bypass, Kolkata East",₹2.15 Cr,"2,100 sqft",3 BHK
"Siddha Happyville
4.2","2 BHK Flat in Rajarhat, Kolkata",₹75 Lac,"1,080 sqft",2 BHK
Trinoyanee apartment,"2 BHK Flat in Madhyamgram, Kolkata",₹28.35 Lac,886 sqft,2 BHK
Trinoyani apartments,"2 BHK Flat in Madhyamgram, Kolkata",₹28.79 Lac,886 sqft,2 BHK
Srijan Green Field City,"3 BHK Flat in Maheshtala, Kolkata",₹62 Lac,"1,156 sqft",3 BHK
sonar tori view,"2 BHK Flat in New Barrakpur, Kolkata",₹19.8 Lac,720 sqft,2 BHK
Trinayani apartment,"2 BHK Flat in Madhyamgram, Kolkata",₹28.8 Lac,886 sqft,2 BHK
Dreamhome Bhagirathi,"3 BHK Flat in Pathanpur, Birati, Kolkata",₹38.34 Lac,"1,065 sqft",3 BHK
G k mansion,"2 BHK Flat in Birati, Kolkata",₹32.48 Lac,928 sqft,2 BHK
G k mansion,"2 BHK Flat in New Barrakpur, Kolkata",₹25.76 Lac,736 sqft,2 BHK
subhasree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹20.05 Lac,777 sqft,2 BHK
On request,"3 BHK Flat in Action Area 2, Kolkata",₹94 Lac,"1,302 sqft",3 BHK
On request,"3 BHK Flat in Action Area 2, Kolkata",₹86.89 Lac,"1,183 sqft",3 BHK
On request,"3 BHK Flat in Action Area 2, Kolkata",₹94 Lac,"1,301 sqft",3 BHK
On request,"3 BHK Flat in Action Area 2, Kolkata",₹80 Lac,"1,201 sqft",3 BHK
On request,"1 BHK Flat in Action Area 2, Kolkata",₹27 Lac,422 sqft,1 BHK
Meena Florence,"3 BHK Flat in Chinar Park, Kolkata",₹92 Lac,"1,300 sqft",3 BHK
On request,"3 BHK Flat in Action Area 2, Kolkata",₹86.5 Lac,"1,451 sqft",3 BHK
On request,"3 BHK Flat in Action Area 2, Kolkata",₹86.5 Lac,"1,479 sqft",3 BHK
GM Meena Florence,"2 BHK Flat in Dash Drone, Rajarhat",₹45 Lac,"1,106 sqft",2 BHK
GM Meena Florence,"2 BHK Flat in Dash Drone, Rajarhat",₹50 Lac,"1,050 sqft",2 BHK
On Request,"3 BHK Flat in Action Area 3, Kolkata",₹75 Lac,"1,481 sqft",3 BHK
"Mani Vista
3.8","3 BHK Flat in Tollygunge, Kolkata",₹2.5 Cr,"1,795 sqft",3 BHK
on request,"2 BHK Flat in Purbalok, EM Bypass",₹49 Lac,920 sqft,2 BHK
Bitasta apartment,"2 BHK Flat in chinar, Kolkata East",₹47.66 Lac,"1,014 sqft",2 BHK
on request,"2 BHK Flat in Action Area 2, Kolkata",₹71 Lac,"1,080 sqft",2 BHK
On request,"3 BHK Flat in Action Area 1, Kolkata",₹88 Lac,"1,290 sqft",3 BHK
On Request,"3 BHK Flat in New Town, Kolkata",₹1.2 Cr,"1,750 sqft",3 BHK
Tara Maa Enterprise,"3 BHK Flat in Action Area 1, Kolkata",₹1.2 Cr,"1,750 sqft",3 BHK
On Request,"3 BHK Flat in New Town Jatargachi, Kolkata East",₹76 Lac,"1,303 sqft",3 BHK
On request,"2 BHK Flat in New Town Jatargachi, Kolkata East",₹58.5 Lac,960 sqft,2 BHK
Eco star,"2 BHK Flat in New Town, Kolkata",₹58 Lac,960 sqft,2 BHK
Tara Ma Enterprises,"3 BHK Flat in Action Area 1, Kolkata",₹98 Lac,"1,480 sqft",3 BHK
On Request,"3 BHK Flat in New Town, Kolkata",₹98 Lac,"1,480 sqft",3 BHK
Chinar Heights,"3 BHK Flat in Chinar Park, Kolkata",₹65 Lac,"1,155 sqft",3 BHK
On Request,"3 BHK Flat in Dashadrone, Rajarhat",₹54 Lac,"1,080 sqft",3 BHK
On request,"3 BHK Flat in Action Area 1, Kolkata",₹1.2 Cr,"1,750 sqft",3 BHK
on request,"3 BHK Flat in Mukundapur, Kolkata",₹80 Lac,"1,250 sqft",3 BHK
on request,"3 BHK Flat in Nayabad, Kolkata",₹47 Lac,"1,108 sqft",3 BHK
On Request,"3 BHK Flat in Nayabad, Kolkata",₹55.5 Lac,"1,111 sqft",3 BHK
"Loharuka Green Vista
4.2","3 BHK Flat in Rajarhat, Kolkata",₹80 Lac,"1,220 sqft",3 BHK
Aster Green,"4 BHK Flat in Rajarhat, Kolkata",₹1.1 Cr,"1,778 sqft",4 BHK
On request,"3 BHK Flat in Action Area 3, Kolkata",₹65 Lac,"1,200 sqft",3 BHK
On request,"3 BHK Flat in Action Area 2, Kolkata",₹1.07 Cr,"1,750 sqft",3 BHK
On request,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹92 Lac,"1,480 sqft",3 BHK
On Request,"2 BHK Flat in New Town Action Area 2D, Kolkata",₹62 Lac,940 sqft,2 BHK
On Request,"2 BHK Flat in New Town Action Area 2D, Kolkata",₹62 Lac,940 sqft,2 BHK
On Request,"2 BHK Flat in Action Area 2, Kolkata",₹60 Lac,954 sqft,2 BHK
"PS Amistad
3.8","3 BHK Flat in New Town, Kolkata",₹1.5 Cr,"1,413 sqft",3 BHK
Tara Ma Enterprises,"3 BHK Flat in Action Area 1, Kolkata",₹88 Lac,"1,300 sqft",3 BHK
"Tata Avenida
4.0","4 BHK Flat in New Town, Kolkata",₹2.9 Cr,"2,385 sqft",4 BHK
Shantineer V,"2 BHK Flat in Nayabad, Kolkata",₹26 Lac,664 sqft,2 BHK
Shantineer V,"2 BHK Flat in Nayabad, Kolkata",₹29 Lac,965 sqft,2 BHK
CITY LIFE CHS,"3 BHK Flat in Action Area 1, Kolkata",₹1.05 Cr,"1,480 sqft",3 BHK
"Tata Avenida
4.0","2 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,049 sqft",2 BHK
Krishnakoli,"3 BHK Flat in Santoshpur, Kolkata",₹58 Lac,"1,000 sqft",3 BHK
Krishna Apartment,"3 BHK Flat in Santoshpur, Kolkata",₹55 Lac,"1,100 sqft",3 BHK
Krishnachura Apartment,"3 BHK Flat in Eastern Park, Santoshpur",₹60 Lac,"1,180 sqft",3 BHK
On Request,"2 BHK Flat in Kestopur, Kolkata",₹40.5 Lac,925 sqft,2 BHK
On Request,"2 BHK Flat in Hindustan More, Garia",₹26 Lac,750 sqft,2 BHK
On Request,"3 BHK Independent Builder Floor in Nayabad, Kolkata",₹47.25 Lac,"1,050 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Nayabad, Kolkata",₹37.31 Lac,829 sqft,2 BHK
On Request,"3 BHK Independent Builder Floor in Mukundapur, Kolkata",₹80 Lac,"1,400 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Nayabad, Kolkata",₹54 Lac,"1,270 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹40.25 Lac,875 sqft,2 BHK
On Request New,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹80.5 Lac,"1,750 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹79.75 Lac,"1,450 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Purbalok, EM Bypass",₹84.5 Lac,"1,300 sqft",3 BHK
On Request New,"3 BHK Flat in Purbalok, EM Bypass",₹84.5 Lac,"1,300 sqft",3 BHK
On Request New Booking,"3 BHK Flat in Madurdaha, EM Bypass",₹1.18 Cr,"1,550 sqft",3 BHK
On Request New,"3 BHK Flat in Madurdaha, EM Bypass",₹80.6 Lac,"1,240 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in New Garia, Kolkata",₹50.33 Lac,915 sqft,2 BHK
Residential Apartment,"3 BHK Flat in South Dumdum, Kolkata",₹63.6 Lac,"1,200 sqft",3 BHK
Residential Apartment,"2 BHK Flat in South Dumdum, Kolkata",₹47.7 Lac,900 sqft,2 BHK
Mini Complex,"2 BHK Independent Builder Floor in New Garia, Kolkata",₹37.4 Lac,779 sqft,2 BHK
Residential Complex,"4 BHK Flat in Hiland Park, Santoshpur",₹1.08 Cr,"1,799 sqft",4 BHK
Alita Nayabad Flat,"3 BHK Flat in New Garia, Kolkata",₹47.25 Lac,"1,050 sqft",3 BHK
Golden Tower,"3 BHK Flat in New Garia, Kolkata",₹66 Lac,"1,365 sqft",3 BHK
Standalone Building,"3 BHK Independent Builder Floor in New Town, Kolkata",₹1.25 Cr,"1,700 sqft",3 BHK
Realmark Oracle,"3 BHK Flat in Narendrapur, Kolkata",₹75 Lac,"1,361 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹76 Lac,"1,800 sqft",3 BHK
Royal Apartment,"3 BHK Flat in Madurdaha, EM Bypass",₹85 Lac,"1,500 sqft",3 BHK
Eden Brookside,"2 BHK Flat in Thakurpukur, Kolkata",₹33 Lac,862 sqft,2 BHK
Space Aurum,"3 BHK Flat in BT Road, Kolkata",₹1.2 Cr,"1,583 sqft",3 BHK
"proyanti Apartment, New Booking","2 BHK Flat in Barrackpore, Kolkata",₹39.07 Lac,953 sqft,2 BHK
"Tal Plaza, New Booking","2 BHK Flat in Barrackpore, Kolkata",₹29.24 Lac,860 sqft,2 BHK
"Sonajhuri Apartment, New Booking","2 BHK Flat in Barrackpore, Kolkata",₹25.23 Lac,871 sqft,2 BHK
"Old Plaza, New Booking","3 BHK Flat in Barrackpore, Kolkata",₹58.38 Lac,"1,390 sqft",3 BHK
Rajwada Heights,"3 BHK Flat in Narendrapur, Kolkata",₹57 Lac,"1,300 sqft",3 BHK
PS Navyom,"4 BHK Flat in New Alipore, Kolkata",₹3.65 Cr,"2,856 sqft",4 BHK
Archieve Heights,"3 BHK Flat in Behala, Kolkata",₹55 Lac,"1,093 sqft",3 BHK
Avishikta Phase 1,"2 BHK Flat in Kalikapur, Kolkata",₹79.05 Lac,880 sqft,2 BHK
OAS Lake Life Township,"2 Bedroom House in Joka, Kolkata South",₹39 Lac,"1,080 sqft",2 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹77.5 Lac,"1,882 sqft",4 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹78 Lac,"1,882 sqft",4 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹65 Lac,"1,800 sqft",3 BHK
Prabha Aashiyana,"3 BHK Flat in Rajarhat, Kolkata",₹55 Lac,"1,130 sqft",3 BHK
Ambuja Neotia City Centre,"2 BHK Flat in New Town, Kolkata",₹51.4 Lac,"1,009 sqft",2 BHK
"Arch Starwood
3.8","3 BHK Flat in Chinar Park, Kolkata",₹1.64 Cr,"1,744 sqft",3 BHK
"Pushpak Rezidency
3.1","2 BHK Flat in Madhyamgram, Kolkata",₹52 Lac,"1,000 sqft",2 BHK
Greenfield Ambition,"3 BHK Flat in Rajarhat, Kolkata",₹1.3 Cr,"1,925 sqft",3 BHK
Jeet Group,"3 BHK Independent Builder Floor in Purbalok, EM Bypass",₹1.2 Cr,"1,560 sqft",3 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹2.5 Cr,"1,840 sqft",3 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹2 Cr,"1,554 sqft",3 BHK
Priva,"4 BHK Flat in New Town, Kolkata",₹1.47 Cr,"1,912 sqft",4 BHK
Priva,"3 BHK Flat in New Town, Kolkata",₹1.18 Cr,"1,562 sqft",3 BHK
NEW TOWN CO OPERATIVE,"3 BHK Flat in BA Block newtown, Action Area 1",₹94 Lac,"1,340 sqft",3 BHK
Aishwarya Gardens,"5 BHK Flat in Bhawanipore, Sarat Bose Road",₹5 Cr,"2,950 sqft",5 BHK
Aishwarya Gardens,"3 BHK Flat in Bhawanipore, Sarat Bose Road",₹3.5 Cr,"2,100 sqft",3 BHK
On Request New,"2 BHK Flat in Garia Station Road, Kolkata",₹54.34 Lac,"1,045 sqft",2 BHK
OAS Lake Life,"2 Bedroom House in Joka, Kolkata South",₹39 Lac,900 sqft,2 BHK
Baishakhi,"2 BHK Flat in Mahamayatala, Garia",₹32 Lac,820 sqft,2 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹77 Lac,"1,882 sqft",4 BHK
Prudent Prana,"3 BHK Flat in Garia, Kolkata",₹49 Lac,"1,094 sqft",3 BHK
Udayan Complex,"2 BHK Flat in Konnagar, Hooghly",₹20.59 Lac,914 sqft,2 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹65 Lac,"1,460 sqft",3 BHK
jana,"2 BHK Flat in Charu Market, Tollygunge",₹66.5 Lac,"1,038 sqft",2 BHK
Corner APPARTMENT,"2 BHK Flat in Charu Market, Tollygunge",₹65 Lac,773 sqft,2 BHK
On request,"3 BHK Flat in Kalikapur, Kolkata",₹81 Lac,"1,395 sqft",3 BHK
On Request New,"3 BHK Flat in Madurdaha, EM Bypass",₹57 Lac,"1,250 sqft",3 BHK
On Request,"3 BHK Flat in Madurdaha, EM Bypass",₹52 Lac,"1,140 sqft",3 BHK
Katha Apartment,"2 BHK Flat in Kestopur, Kolkata",₹38 Lac,991 sqft,2 BHK
"dumdum cant ,3no rail gate","3 BHK Flat in Dum Dum Cantt, South Dumdum",₹52.41 Lac,"1,344 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹67.86 Lac,"1,170 sqft",3 BHK
Residential Apartment,"2 BHK Flat in South Dumdum, Kolkata",₹39.1 Lac,850 sqft,2 BHK
"North Grande
4.0","2 BHK Flat in Durganagar, Belgharia Expressway, Kolkata",₹52 Lac,"1,020 sqft",2 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹52.3 Lac,"1,293 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹52.5 Lac,"1,293 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹63 Lac,"1,440 sqft",3 BHK
Jeet Group,"1 BHK Independent Builder Floor in Nayabad, Kolkata",₹20 Lac,450 sqft,1 BHK
Bitasta apartment,"2 BHK Flat in Chinar Park, Kolkata",₹48.5 Lac,"1,032 sqft",2 BHK
Bitasta apartment,"2 BHK Flat in Chinar Park, Kolkata",₹49.35 Lac,"1,050 sqft",2 BHK
On request,"2 BHK Flat in Chinar Park, Kolkata",₹48.6 Lac,"1,034 sqft",2 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹45.16 Lac,961 sqft,2 BHK
Tirupati Paradise,"3 BHK Flat in Narendrapur, Kolkata",₹37.98 Lac,"1,187 sqft",3 BHK
gupta mansion,"2 BHK Flat in Anandalok, Sodepur",₹26 Lac,908 sqft,2 BHK
Bangalaxmi Abasan,"2 BHK Flat in Rajarhat, Kolkata",₹35 Lac,770 sqft,2 BHK
"Unimark Lakewood Estate
3.8","3 BHK Flat in EM Bypass, Kolkata South",₹1.34 Cr,"1,500 sqft",3 BHK
"South City
4.0","3 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹3 Cr,"1,954 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹75.9 Lac,"1,265 sqft",3 BHK
Purti Hastings,"4 BHK Flat in Alipore, Kolkata",₹3.14 Cr,"2,727 sqft",4 BHK
"Proyanti Apartment, New Booking","3 BHK Flat in Barrackpore, Kolkata",₹66 Lac,"1,340 sqft",3 BHK
Sweet Snehalata,"3 BHK Flat in Sodepur, Kolkata North",₹35.84 Lac,"1,120 sqft",3 BHK
Sweet Snehalata,"2 BHK Flat in Sodepur, Kolkata North",₹26 Lac,840 sqft,2 BHK
Aster Green,"3 BHK Flat in Rajarhat, Kolkata",₹1.5 Cr,"1,672 sqft",3 BHK
On Request,"2 BHK Flat in Haridevpur, Putiary, Kolkata",₹24 Lac,600 sqft,2 BHK
standalone Building,"3 BHK Flat in New Town, Kolkata",₹76 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹84 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹88 Lac,"1,450 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹75 Lac,"1,200 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹87 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹93 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹85 Lac,"1,450 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹82 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹85 Lac,"1,250 sqft",3 BHK
Aster Green,"3 BHK Flat in Rajarhat, Kolkata",₹74 Lac,"1,490 sqft",3 BHK
Standalone Building,"4 BHK Flat in New Town, Kolkata",₹1.58 Cr,"2,220 sqft",4 BHK
Standalone Building,"3 BHK Independent Builder Floor in New Town, Kolkata",₹87 Lac,"1,200 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in New Town, Kolkata",₹95 Lac,"1,500 sqft",3 BHK
SAJ BC Standalone Building,"3 BHK Flat in New Town, Kolkata",₹87 Lac,"1,250 sqft",3 BHK
ATN AC Standalone Building,"3 BHK Flat in New Town, Kolkata",₹80 Lac,"1,250 sqft",3 BHK
SMB CB Standalone Building,"3 BHK Flat in New Town, Kolkata",₹90 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Independent Builder Floor in New Town, Kolkata",₹80 Lac,"1,240 sqft",3 BHK
SNB CB Standalone Building,"2 BHK Flat in New Town, Kolkata",₹90 Lac,"1,250 sqft",2 BHK
Standalone Building,"2 BHK Independent Builder Floor in New Town, Kolkata",₹72 Lac,950 sqft,2 BHK
DA HIG Standalone Building,"2 BHK Independent Builder Floor in New Town, Kolkata",₹85 Lac,"1,450 sqft",2 BHK
LIG BA Corner Standalone Building,"2 BHK Flat in New Town, Kolkata",₹66 Lac,"1,050 sqft",2 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹82 Lac,"1,250 sqft",3 BHK
Standalone Building CE,"2 BHK Flat in New Town, Kolkata",₹65 Lac,850 sqft,2 BHK
Standalone Building DB,"2 BHK Flat in New Town, Kolkata",₹65 Lac,"1,050 sqft",2 BHK
SAJ DD Standalone Building,"3 BHK Flat in New Town, Kolkata",₹75 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹80 Lac,"1,188 sqft",3 BHK
Standalone Building AE,"2 BHK Flat in New Town, Kolkata",₹75 Lac,"1,250 sqft",2 BHK
Standalone Building DB,"3 BHK Flat in New Town, Kolkata",₹83 Lac,"1,250 sqft",3 BHK
DA Standalone Building,"3 BHK Flat in New Town, Kolkata",₹75 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹83 Lac,"1,260 sqft",3 BHK
Standalone Building,"2 BHK Flat in New Town, Kolkata",₹74 Lac,"1,110 sqft",2 BHK
AL Standalone Building,"3 BHK Flat in New Town, Kolkata",₹95 Lac,"1,500 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹82 Lac,"1,251 sqft",3 BHK
CE Standalone Building,"2 BHK Flat in New Town, Kolkata",₹75 Lac,"1,100 sqft",2 BHK
AC Standalone Building,"3 BHK Flat in New Town, Kolkata",₹80 Lac,"1,250 sqft",3 BHK
